lemma,rank,lForm,pos,core_pmw
難しい,763,ムズカシイ,形容詞,116.58
同じ,764,オナジ,形状詞,90.17
打つ,765,ウツ,動詞,111.12
猶,766,ナオ,接続詞,81.06
当該,767,トウガイ,名詞,37.34
ずっと,768,ズット,副詞,91.08
止める,769,ヤメル,動詞,77.42
位置,770,イチ,名詞,86.53
守る,771,マモル,動詞,149.37
都,772,ト,名詞,275.06
心配,773,シンパイ,名詞,101.1
現実,774,ゲンジツ,名詞,85.62
奴,775,ヤツ,名詞,91.08
現われる,776,アラワレル,動詞,81.97
美味しい,777,オイシイ,形容詞,110.21
辺り,778,アタリ,名詞,97.46
階,779,カイ,名詞,129.33
士,780,シ,接尾辞,163.94
連絡,781,レンラク,名詞,110.21
科学,782,カガク,名詞,226.79
中々,783,ナカナカ,副詞,101.1
道路,784,ドウロ,名詞,119.32
面白い,785,オモシロイ,形容詞,123.87
住む,786,スム,動詞,104.74
官,787,カン,接尾辞,104.74
建設,788,ケンセツ,名詞,127.51
中央,789,チュウオウ,名詞,135.71
絶対,790,ゼッタイ,名詞,93.81
党,791,トウ,接尾辞,277.79
楽しむ,792,タノシム,動詞,140.26
ああ,793,アア,感動詞,70.13
昨日,794,キノウ,名詞,108.39
具体,795,グタイ,名詞,151.19
患者,796,カンジャ,名詞,159.39
同様,797,ドウヨウ,形状詞,82.88
毎日,798,マイニチ,名詞,108.39
五千,799,ゴセン,名詞,156.66
選手,800,センシュ,名詞,176.7
頑張る,801,ガンバル,動詞,121.14
伝える,802,ツタエル,動詞,141.17
比較,803,ヒカク,名詞,126.6
通信,804,ツウシン,名詞,308.76
会議,805,カイギ,名詞,222.24
光,806,ヒカリ,名詞,78.33
負担,807,フタン,名詞,169.41
否,808,イヤ,感動詞,50.09
夢,809,ユメ,名詞,105.65
但し,810,タダシ,接続詞,72.86
無し,811,ナシ,名詞,102.01
奇麗,812,キレイ,形状詞,87.44
申し込み,813,モウシコミ,名詞,24.59
規模,814,キボ,名詞,185.8
生ずる,815,ショウズル,動詞,67.4
業務,816,ギョウム,名詞,91.08
勧める,817,ススメル,動詞,114.76
提供,817,テイキョウ,名詞,252.29
構成,819,コウセイ,名詞,129.33
被害,820,ヒガイ,名詞,193.09
事故,821,ジコ,名詞,119.32
奥,822,オク,名詞,81.97
増える,823,フエル,動詞,190.36
オオサカ,824,オオサカ,名詞,216.77
幾,825,イク,名詞,83.79
方向,826,ホウコウ,名詞,103.83
変更,827,ヘンコウ,名詞,75.6
逆,828,ギャク,名詞,79.24
個,829,コ,接尾辞,136.62
件,830,ケン,名詞,163.03
金融,831,キンユウ,名詞,137.53
場,832,バ,名詞,107.47
気付く,833,キヅク,動詞,79.24
近い,834,チカイ,形容詞,132.98
低い,835,ヒクイ,形容詞,112.94
異なる,836,コトナル,動詞,84.7
総合,837,ソウゴウ,名詞,214.04
上がる,838,アガル,動詞,112.03
覚える,839,オボエル,動詞,78.33
関連,840,カンレン,名詞,180.34
検査,841,ケンサ,名詞,81.97
唯,842,タダ,副詞,84.7
位,843,イ,接尾辞,122.05
治療,844,チリョウ,名詞,182.16
今年,845,コトシ,名詞,224.97
様子,846,ヨウス,名詞,67.4
資金,847,シキン,名詞,153.93
嬉しい,848,ウレシイ,形容詞,78.33
音楽,849,オンガク,名詞,102.92
全,849,ゼン,接頭辞,145.73
成長,851,セイチョウ,名詞,111.12
積り,852,ツモリ,名詞,95.63
高齢,853,コウレイ,名詞,139.35
広い,854,ヒロイ,形容詞,92.9
下,855,モト,名詞,93.81
なんか,856,ナンカ,助詞,75.6
特定,857,トクテイ,名詞,68.31
妻,858,ツマ,名詞,102.92
始め,859,ハジメ,名詞,117.49
論,860,ロン,名詞,78.33
設置,861,セッチ,名詞,192.18
放送,862,ホウソウ,名詞,200.38
限り,863,カギリ,名詞,100.19
夫,864,オット,名詞,91.99
調べる,864,シラベル,動詞,95.63
伴う,866,トモナウ,動詞,116.58
通ずる,867,ツウズル,動詞,184.89
フランス,868,フランス,名詞,147.55
措置,869,ソチ,名詞,129.33
以降,870,イコウ,名詞,168.5
成す,871,ナス,動詞,51.0
購入,872,コウニュウ,名詞,146.64
人生,873,ジンセイ,名詞,71.95
や,874,ヤ,助動詞,98.37
ポイント,875,ポイント,名詞,133.89
安定,876,アンテイ,名詞,143.0
章,877,ショウ,名詞,67.4
より,878,ヨリ,副詞,123.87
後,879,ゴ,名詞,236.81
一日,880,ツイタチ,名詞,106.56
探す,881,サガス,動詞,95.63
価値,882,カチ,名詞,80.15
少年,883,ショウネン,名詞,239.54
非,884,ヒ,接頭辞,163.03
開ける,885,アケル,動詞,46.45
段階,886,ダンカイ,名詞,94.72
起きる,887,オキル,動詞,124.78
ホーム,888,ホーム,名詞,162.12
即ち,889,スナワチ,接続詞,34.61
海,890,ウミ,名詞,123.87
語る,890,カタル,動詞,155.75
危険,892,キケン,名詞,135.71
種,893,シュ,名詞,60.11
沢山,894,タクサン,副詞,83.79
残す,895,ノコス,動詞,99.28
寝る,896,ネル,動詞,63.76
右,897,ミギ,名詞,81.97
分,898,ブン,接尾辞,128.42
何れ,899,ドレ,代名詞,87.44
指摘,900,シテキ,名詞,126.6
完全,901,カンゼン,形状詞,81.06
登録,902,トウロク,名詞,83.79
府,903,フ,名詞,163.03
曲,904,キョク,名詞,96.55
院,905,イン,接尾辞,227.7
自ら,906,ミズカラ,名詞,118.4
食事,907,ショクジ,名詞,89.26
ホテル,907,ホテル,名詞,132.07
計算,909,ケイサン,名詞,62.85
明日,910,アス,名詞,89.26
隊,910,タイ,接尾辞,79.24
はっきり,912,ハッキリ,副詞,59.2
動き,913,ウゴキ,名詞,122.96
美しい,914,ウツクシイ,形容詞,109.3
次,915,ジ,接尾辞,94.72
不安,916,フアン,名詞,108.39
数,917,カズ,名詞,80.15
至る,918,イタル,動詞,70.13
最高,919,サイコウ,名詞,169.41
新た,920,アラタ,形状詞,162.12
色々,921,イロイロ,形状詞,45.54
記録,922,キロク,名詞,109.3
一方,923,イッポウ,名詞,179.43
共,924,トモ,接尾辞,81.06
合う,925,アウ,動詞,77.42
大変,925,タイヘン,形状詞,81.06
信ずる,927,シンズル,動詞,60.11
連れる,927,ツレル,動詞,67.4
無理,927,ムリ,名詞,83.79
参考,930,サンコウ,名詞,76.51
撮影,931,サツエイ,名詞,103.83
年齢,932,ネンレイ,名詞,116.58
努力,933,ドリョク,名詞,83.79
高校,934,コウコウ,名詞,117.49
ブログ,935,ブログ,名詞,73.77
利益,936,リエキ,名詞,91.99
させる,937,サセル,助動詞,79.24
発展,937,ハッテン,名詞,87.44
半,939,ハン,名詞,159.39
クリック,940,クリック,名詞,40.08
身体,941,シンタイ,名詞,57.38
監督,942,カントク,名詞,155.75
死,943,シ,名詞,100.19
無くなる,943,ナクナル,動詞,81.97
公共,945,コウキョウ,名詞,165.77
限る,946,カギル,動詞,68.31
運転,947,ウンテン,名詞,89.26
発表,948,ハッピョウ,名詞,206.75
グループ,949,グループ,名詞,104.74
首,950,クビ,名詞,67.4
開催,951,カイサイ,名詞,180.34
改善,952,カイゼン,名詞,130.24
名,953,ナ,名詞,75.6
反対,954,ハンタイ,名詞,103.83
エネルギー,955,エネルギー,名詞,101.1
申し上げる,956,モウシアゲル,動詞,12.75
開始,957,カイシ,名詞,109.3
離れる,958,ハナレル,動詞,88.35
確保,959,カクホ,名詞,204.02
担当,960,タントウ,名詞,168.5
参照,961,サンショウ,名詞,63.76
結局,962,ケッキョク,名詞,91.99
公園,963,コウエン,名詞,64.67
症,964,ショウ,接尾辞,83.79
全部,964,ゼンブ,名詞,49.18
確り,966,シッカリ,副詞,61.93
所謂,967,イワユル,連体詞,68.31
拡大,968,カクダイ,名詞,156.66
暫く,969,シバラク,副詞,75.6
立場,970,タチバ,名詞,59.2
住民,971,ジュウミン,名詞,141.17
経つ,972,タツ,動詞,68.31
前,973,ゼン,名詞,146.64
とも,974,トモ,助詞,61.02
あっ,975,アッ,感動詞,72.86
農業,976,ノウギョウ,名詞,217.68
主人,977,シュジン,名詞,68.31
介護,978,カイゴ,名詞,60.11
座る,979,スワル,動詞,50.09
発見,980,ハッケン,名詞,81.97
改革,981,カイカク,名詞,211.31
胸,981,ムネ,名詞,72.86
共同,983,キョウドウ,名詞,176.7
止める,984,トメル,動詞,61.93
解決,985,カイケツ,名詞,123.87
体験,985,タイケン,名詞,136.62
振り,987,ブリ,接尾辞,153.93
落ちる,988,オチル,動詞,68.31
目標,989,モクヒョウ,名詞,153.01
調整,990,チョウセイ,名詞,200.38
表わす,991,アラワス,動詞,45.54
タイプ,992,タイプ,名詞,72.86
動物,993,ドウブツ,名詞,81.06
夏,994,ナツ,名詞,93.81
遊ぶ,995,アソブ,動詞,71.04
過去,996,カコ,名詞,112.94
考え,997,カンガエ,名詞,108.39
役割,998,ヤクワリ,名詞,128.42
起こす,999,オコス,動詞,104.74
決まる,1000,キマル,動詞,103.83
毎,1001,ゴト,接尾辞,115.67
減少,1002,ゲンショウ,名詞,153.93
黒,1003,クロ,名詞,208.57
占める,1004,シメル,動詞,89.26
倍,1004,バイ,名詞,112.94
殺す,1006,コロス,動詞,67.4
回答,1007,カイトウ,名詞,237.72
ドル,1008,ドル,名詞,103.83
驚く,1009,オドロク,動詞,71.95
戦,1010,セン,接尾辞,185.8
体制,1011,タイセイ,名詞,224.97
旅行,1012,リョコウ,名詞,122.05
試験,1013,シケン,名詞,76.51
平均,1014,ヘイキン,名詞,141.17
困る,1015,コマル,動詞,62.85
週間,1016,シュウカン,名詞,83.79
病気,1017,ビョウキ,名詞,91.99
所得,1018,ショトク,名詞,50.09
ドイツ,1019,ドイツ,名詞,51.92
展開,1020,テンカイ,名詞,131.16
道,1021,ドウ,名詞,158.48
アップ,1022,アップ,名詞,101.1
除く,1023,ノゾク,動詞,97.46
準備,1024,ジュンビ,名詞,82.88
大丈夫,1025,ダイジョウブ,形状詞,79.24
母親,1026,ハハオヤ,名詞,85.62
似る,1027,ニル,動詞,72.86
見付ける,1028,ミツケル,動詞,71.04
応ずる,1029,オウズル,動詞,153.01
詳しい,1030,クワシイ,形容詞,65.58
将来,1031,ショウライ,名詞,89.26
範囲,1032,ハンイ,名詞,97.46
歌,1033,ウタ,名詞,89.26
思い出す,1034,オモイダス,動詞,71.95
実現,1035,ジツゲン,名詞,145.73
イメージ,1036,イメージ,名詞,80.15
繰り返す,1037,クリカエス,動詞,74.69
失う,1038,ウシナウ,動詞,95.63
地区,1038,チク,名詞,67.4
勉強,1038,ベンキョウ,名詞,66.49
明治,1038,メイジ,名詞,58.29
互い,1042,タガイ,名詞,79.24
知識,1043,チシキ,名詞,116.58
友人,1044,ユウジン,名詞,77.42
白い,1045,シロイ,形容詞,64.67
資本,1046,シホン,名詞,41.9
厳しい,1047,キビシイ,形容詞,118.4
聞こえる,1048,キコエル,動詞,67.4
耳,1049,ミミ,名詞,50.09
割,1050,ワリ,名詞,177.61
派,1051,ハ,接尾辞,133.89
問い合わせ,1052,トイアワセ,名詞,51.0
白,1053,シロ,名詞,190.36
希望,1054,キボウ,名詞,82.88
センチメートル,1055,センチメートル,名詞,33.7
人気,1056,ニンキ,名詞,143.0
権利,1057,ケンリ,名詞,49.18
認識,1058,ニンシキ,名詞,102.92
最大,1059,サイダイ,名詞,122.96
売る,1060,ウル,動詞,87.44
制,1061,セイ,接尾辞,89.26
学習,1062,ガクシュウ,名詞,91.08
通す,1063,トオス,動詞,73.77
可愛い,1064,カワイイ,形容詞,82.88
上る,1065,ノボル,動詞,96.55
金額,1066,キンガク,名詞,52.83
作り,1066,ツクリ,名詞,123.87
含める,1068,フクメル,動詞,118.4
韓国,1069,カンコク,名詞,186.71
特徴,1070,トクチョウ,名詞,79.24
人口,1071,ジンコウ,名詞,71.04
許す,1071,ユルス,動詞,87.44
スポーツ,1073,スポーツ,名詞,94.72
尋ねる,1074,タズネル,動詞,26.41
目指す,1075,メザス,動詞,176.7
材料,1076,ザイリョウ,名詞,101.1
資産,1077,シサン,名詞,50.09
分野,1078,ブンヤ,名詞,207.66
物,1079,モノ,名詞,51.92
年,1080,トシ,名詞,81.06
ずつ,1081,ズツ,助詞,74.69
パソコン,1082,パソコン,名詞,120.23
傾向,1083,ケイコウ,名詞,98.37
海外,1084,カイガイ,名詞,190.36
学生,1085,ガクセイ,名詞,124.78
再び,1086,フタタビ,副詞,81.06
高,1087,コウ,接頭辞,99.28
常,1088,ツネ,名詞,58.29
因み,1089,チナミ,名詞,71.95
防止,1089,ボウシ,名詞,183.07
製品,1091,セイヒン,名詞,99.28
移動,1092,イドウ,名詞,99.28
園,1093,エン,接尾辞,61.02
科,1094,カ,接尾辞,103.83
細胞,1095,サイボウ,名詞,33.7
費用,1096,ヒヨウ,名詞,89.26
モデル,1097,モデル,名詞,149.37
母,1098,カア,名詞,83.79
席,1098,セキ,名詞,67.4
間,1100,マ,名詞,89.26
国内,1101,コクナイ,名詞,135.71
月,1101,ツキ,名詞,89.26
横,1103,ヨコ,名詞,43.72
回る,1104,マワル,動詞,71.04
絵,1105,エ,名詞,63.76
株式,1105,カブシキ,名詞,61.02
レベル,1107,レベル,名詞,96.55
職員,1108,ショクイン,名詞,128.42
周り,1109,マワリ,名詞,57.38
次第,1110,シダイ,名詞,62.85
天皇,1111,テンノウ,名詞,51.92
輸入,1112,ユニュウ,名詞,62.85
息子,1113,ムスコ,名詞,104.74
記事,1114,キジ,名詞,82.88
差,1115,サ,名詞,94.72
酒,1116,サケ,名詞,51.0
村,1117,ソン,名詞,116.58
無料,1118,ムリョウ,名詞,92.9
手続き,1119,テツヅキ,名詞,79.24
課題,1120,カダイ,名詞,142.09
且つ,1121,カツ,接続詞,133.89
■■,1122,■■,名詞,111.12
大事,1123,ダイジ,形状詞,67.4
迎える,1124,ムカエル,動詞,103.83
事項,1125,ジコウ,名詞,24.59
乗せる,1126,ノセル,動詞,88.35
大人,1127,オトナ,名詞,113.85
成功,1128,セイコウ,名詞,86.53
たり,1129,タリ,助動詞,40.08
犬,1130,イヌ,名詞,58.29
キョウト,1130,キョウト,名詞,109.3
カード,1132,カード,名詞,117.49
本人,1133,ホンニン,名詞,92.9
風,1134,カゼ,名詞,59.2
登場,1134,トウジョウ,名詞,120.23
四千,1136,ヨンセン,名詞,127.51
チーム,1137,チーム,名詞,108.39
着る,1138,キル,動詞,81.97
改正,1139,カイセイ,名詞,97.46
距離,1140,キョリ,名詞,74.69
歌う,1141,ウタウ,動詞,77.42
優しい,1142,ヤサシイ,形容詞,65.58
器,1143,キ,接尾辞,62.85
気分,1144,キブン,名詞,60.11
バス,1144,バス,名詞,90.17
アジア,1146,アジア,名詞,176.7
正しい,1147,タダシイ,形容詞,51.92
組合,1148,クミアイ,名詞,79.24
左,1149,ヒダリ,名詞,97.46
決して,1150,ケッシテ,副詞,58.29
酷い,1151,ヒドイ,形容詞,61.93
維持,1152,イジ,名詞,115.67
携帯,1153,ケイタイ,名詞,135.71
注,1154,チュウ,名詞,135.71
所為,1155,セイ,名詞,63.76
製造,1155,セイゾウ,名詞,120.23
電気,1157,デンキ,名詞,101.1
末,1158,マツ,接尾辞,128.42
安い,1159,ヤスイ,形容詞,100.19
人物,1160,ジンブツ,名詞,60.11
寺,1161,ジ,接尾辞,60.11
米国,1162,ベイコク,名詞,304.21
予算,1163,ヨサン,名詞,117.49
らしい,1164,ラシイ,接尾辞,59.2
雨,1165,アメ,名詞,66.49
災害,1166,サイガイ,名詞,381.63
建物,1167,タテモノ,名詞,57.38
難い,1168,ニクイ,接尾辞,98.37
主張,1169,シュチョウ,名詞,90.17
反応,1170,ハンノウ,名詞,51.0
取れる,1171,トレル,動詞,85.62
興味,1172,キョウミ,名詞,62.85
丸で,1173,マルデ,副詞,58.29
ゆっくり,1174,ユックリ,副詞,40.08
ソフト,1175,ソフト,名詞,116.58
形成,1176,ケイセイ,名詞,59.2
一方,1177,イッポウ,接続詞,124.78
軽い,1178,カルイ,形容詞,71.04
以来,1179,イライ,名詞,106.56
導入,1180,ドウニュウ,名詞,173.96
最終,1181,サイシュウ,名詞,112.03
団,1181,ダン,接尾辞,179.43
総,1183,ソウ,接頭辞,122.05
イギリス,1184,イギリス,名詞,43.72
英語,1185,エイゴ,名詞,44.63
生徒,1186,セイト,名詞,91.08
義務,1187,ギム,名詞,69.22
財政,1188,ザイセイ,名詞,100.19
触れる,1189,フレル,動詞,73.77
ファイル,1190,ファイル,名詞,45.54
古い,1190,フルイ,形容詞,61.02
地球,1192,チキュウ,名詞,101.1
エド,1193,エド,名詞,78.33
流れる,1194,ナガレル,動詞,77.42
押す,1195,オス,動詞,60.11
扠,1196,サテ,接続詞,70.13
物質,1197,ブッシツ,名詞,62.85
寧ろ,1197,ムシロ,副詞,54.65
保健,1199,ホケン,名詞,69.22
適用,1200,テキヨウ,名詞,46.45
割合,1201,ワリアイ,名詞,177.61
積極,1202,セッキョク,名詞,147.55
老人,1202,ロウジン,名詞,37.34
表情,1204,ヒョウジョウ,名詞,58.29
振る,1205,フル,動詞,58.29
有り難う,1206,アリガトウ,感動詞,48.27
参る,1207,マイル,動詞,9.11
元気,1208,ゲンキ,名詞,63.76
東,1209,ヒガシ,名詞,69.22
途中,1210,トチュウ,名詞,72.86
結構,1211,ケッコウ,副詞,85.62
キロ,1212,キロ,名詞,128.42
基礎,1213,キソ,名詞,96.55
味,1214,アジ,名詞,103.83
規制,1215,キセイ,名詞,97.46
分析,1216,ブンセキ,名詞,84.7
如何に,1217,イカニ,副詞,69.22
支配,1218,シハイ,名詞,35.52
児童,1219,ジドウ,名詞,76.51
ケース,1220,ケース,名詞,93.81
通常,1221,ツウジョウ,名詞,101.1
消える,1222,キエル,動詞,70.13
多分,1223,タブン,副詞,57.38
馬鹿,1224,バカ,名詞,50.09
記憶,1225,キオク,名詞,72.86
間違い,1226,マチガイ,名詞,77.42
請求,1227,セイキュウ,名詞,96.55
観光,1228,カンコウ,名詞,142.09
番号,1229,バンゴウ,名詞,50.09
要求,1230,ヨウキュウ,名詞,62.85
議論,1231,ギロン,名詞,78.33
空,1232,ソラ,名詞,41.9
怖い,1233,コワイ,形容詞,62.85
正に,1234,マサニ,副詞,66.49
極めて,1235,キワメテ,副詞,65.58
恐らく,1236,オソラク,副詞,36.43
急,1236,キュウ,名詞,62.85
機会,1238,キカイ,名詞,118.4
ドア,1239,ドア,名詞,60.11
交換,1240,コウカン,名詞,96.55
自治,1241,ジチ,名詞,107.47
サイト,1242,サイト,名詞,82.88
自体,1243,ジタイ,名詞,68.31
類,1243,ルイ,接尾辞,48.27
神経,1245,シンケイ,名詞,40.08
軈て,1246,ヤガテ,副詞,30.06
工事,1247,コウジ,名詞,64.67
申請,1247,シンセイ,名詞,60.11
払う,1249,ハラウ,動詞,92.9
兎に角,1250,トニカク,副詞,56.47
一体,1251,イッタイ,副詞,53.74
提出,1251,テイシュツ,名詞,61.93
略,1253,ホボ,副詞,92.9
嘗て,1254,カツテ,副詞,80.15
促進,1255,ソクシン,名詞,183.07
はい,1256,ハイ,感動詞,30.97
出品,1257,シュッピン,名詞,74.69
原則,1258,ゲンソク,名詞,80.15
窓,1259,マド,名詞,40.08
学ぶ,1260,マナブ,動詞,94.72
チェック,1261,チェック,名詞,86.53
激しい,1262,ハゲシイ,形容詞,78.33
急度,1263,キット,副詞,52.83
兄,1264,アニ,名詞,40.99
営業,1265,エイギョウ,名詞,127.51
活用,1265,カツヨウ,名詞,218.59
先程,1267,サキホド,名詞,20.95
共,1268,ドモ,接尾辞,12.75
医師,1269,イシ,名詞,86.53
腕,1270,ウデ,名詞,46.45
現代,1270,ゲンダイ,名詞,82.88
やら,1272,ヤラ,助詞,68.31
直接,1273,チョクセツ,副詞,67.4
仲間,1274,ナカマ,名詞,55.56
有名,1275,ユウメイ,形状詞,59.2
保存,1276,ホゾン,名詞,58.29
事情,1277,ジジョウ,名詞,89.26
王,1278,オウ,名詞,47.36
上昇,1278,ジョウショウ,名詞,87.44
不思議,1280,フシギ,名詞,57.38
終了,1281,シュウリョウ,名詞,79.24
